,number,phone_no_m,label,voc_rate_1908,calltype1_rate1908,calltype3_rate1908,city_rate1908,country_rate1908,IMEI_rate1908,call_dur_mean1908,hourAver_1908,dayAver_1908,voc_rate_1909,calltype1_rate1909,calltype3_rate1909,city_rate1909,country_rate1909,IMEI_rate1909,call_dur_mean1909,hourAver_1909,dayAver_1909,voc_rate_1910,calltype1_rate1910,calltype3_rate1910,city_rate1910,country_rate1910,IMEI_rate1910,call_dur_mean1910,hourAver_1910,dayAver_1910,voc_rate_1911,calltype1_rate1911,calltype3_rate1911,city_rate1911,country_rate1911,IMEI_rate1911,call_dur_mean1911,hourAver_1911,dayAver_1911,voc_rate_1912,calltype1_rate1912,calltype3_rate1912,city_rate1912,country_rate1912,IMEI_rate1912,call_dur_mean1912,hourAver_1912,dayAver_1912,voc_rate_2001,calltype1_rate2001,calltype3_rate2001,city_rate2001,country_rate2001,IMEI_rate2001,call_dur_mean2001,hourAver_2001,dayAver_2001,voc_rate_2002,calltype1_rate2002,calltype3_rate2002,city_rate2002,country_rate2002,IMEI_rate2002,call_dur_mean2002,hourAver_2002,dayAver_2002,voc_rate_2003,calltype1_rate2003,calltype3_rate2003,city_rate2003,country_rate2003,IMEI_rate2003,call_dur_mean2003,hourAver_2003,dayAver_2003
1290,1290,8ccd1fd552cef380b50cf38472c5a117c697d4bc4eb035f73650f09147c34eb3412c6dffb85325e37fd3b5bd550d525b817815647c05bde95cf9171c6d3c7d0f,0,2.8461538461538463,,,37.0,37.0,,45.270270270270274,2.642857142857143,1.85,3.4166666666666665,,,41.0,20.5,,41.1219512195122,4.1,2.05,4.285714285714286,,,30.0,30.0,,40.23333333333333,2.3076923076923075,1.6666666666666667,3.111111111111111,,,28.0,28.0,,35.32142857142857,2.5454545454545454,1.8666666666666667,1.5714285714285714,,,11.0,11.0,,37.90909090909091,1.5714285714285714,1.5714285714285714,3.4,,,34.0,34.0,,27.323529411764707,2.833333333333333,2.4285714285714284,4.4,,,44.0,44.0,,78.68181818181819,3.142857142857143,2.4444444444444446,4.125,,,33.0,33.0,,59.48484848484848,2.75,1.8333333333333333
1291,1291,b60063370ba0c80905c870868bf25773379c481934aad01a2b4f81e412b22edcb61446a4b2ed7f4054c7d99f61aa598fbaed3a016be01465c758cc8761b0e396,0,2.75,,,19.0,19.0,,695.2272727272727,1.8333333333333333,1.375,3.8,,,18.0,18.0,,561.4736842105264,2.375,2.375,2.0,,,13.0,13.0,,393.0,1.5555555555555556,1.0769230769230769,3.111111111111111,,,23.0,23.0,,485.4285714285714,2.8,2.0,1.75,,,17.0,17.0,,340.0,1.9090909090909087,1.6153846153846154,4.0,,,23.0,23.0,,433.4166666666667,2.1818181818181817,1.7142857142857142,2.4,,,12.0,12.0,,580.8333333333334,1.5,1.2,2.8,,,11.0,11.0,,359.9642857142857,2.333333333333333,2.5454545454545454
1292,1292,91122e73bff943d080dfe77be459d64c14fb3517fc3c9b5e3e0333d31338b3b8f02b3c2feacd2803731093edecde082062c8e6e344725cdff6e842b45921eb44,1,1.0,,,,,,14.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,9.333333333333334,1.0,3.0,,,,,,,,,,1.1210061182868796,,,,,,91.24499696785932,91.61111111111111,117.78571428571428,,,,,,,,,,,,,,,,,,
1293,1293,bdaae4b775c9e9e0e280f9400cf3898ca9a3f1e49ef36a230ad37c334a187636efa7cb2e925ae61059d082abd20dd550b01cee78e06ce48f9ee6c1dfd3bf65c4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,399.0,399.0,,32.67418546365915,33.25,199.5
1294,1294,f18b9c20e9e46d5541095d8c324332ded9a69d10e14f26dc3feecfa87094aafd472ecf69f73ffc38a8f1959acdcc0bdb96e46641f1ac8e8b6cfcbf7a767bf354,0,7.75,,,87.0,87.0,,56.97849462365591,5.470588235294118,3.4444444444444446,6.846153846153846,,,89.0,89.0,,76.5505617977528,5.5625,3.56,4.8,,,72.0,72.0,,59.625,4.8,2.88,4.368421052631579,,,83.0,83.0,,30.879518072289155,5.533333333333333,3.32,3.857142857142857,,,54.0,54.0,,38.5925925925926,4.153846153846154,2.076923076923077,4.894736842105263,,,93.0,46.5,,41.1505376344086,6.2,3.1,4.3,,,43.0,43.0,,83.88372093023256,3.3076923076923075,1.9545454545454544,5.166666666666667,,,62.0,62.0,,55.403225806451616,4.769230769230769,2.48
1295,1295,720d1ce6b52bb9e0e94d07fdc0238cc8a0f72043a242ddb774e919eafd0a3605635676229e4a13768a76c6ae2c913e2295249818a2ea6e44f44030391a0824f7,0,5.444444444444445,,,,,,72.0765306122449,10.88888888888889,10.31578947368421,1.3,,,,,,218.7692307692308,2.1666666666666665,2.1666666666666665,2.862068965517241,,0.0120481927710843,,,,100.4578313253012,6.384615384615385,6.384615384615385,3.9444444444444446,,,,,,61.4037558685446,10.65,7.344827586206897,5.914285714285715,,,8.714285714285714,4.066666666666666,,47.28502415458937,9.409090909090908,6.9,4.34375,,,33.5,11.166666666666666,,57.33093525179856,8.6875,5.791666666666667,1.7857142857142858,,,24.0,24.0,,78.16,2.272727272727273,2.083333333333333,3.333333333333333,,,17.0,11.333333333333334,,120.74166666666666,6.315789473684211,4.615384615384615
1296,1296,e8c498a5bc22490bebc5dee3a12c24d2c051e5befe74ed39441c5afc7264913aefff4bbeded74a5d5aa78486a5e5c0b1135b02335ff118073d232790f375914b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,113.6,12.77777777777778,115.0
1297,1297,814d58356843bf1f19fc39996a6bfd0115b59bb2eb92fc25b68c2946fb90c5723d70214e8a3d93799560f47e3b5cb63e69a100bb6b709c083cf0e6189c791364,0,,,,,,,,,,,,,,,,,,,1.6666666666666667,,,5.0,5.0,,115.0,1.0,1.6666666666666667,,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,,472.0,1.0,1.0,,,,,,,,,,,,,,,,,,
1298,1298,84ad444070e8b622eb087d1821267fe5efe50fc2272fc9e0c2bddc2ec2acc0698383e440d8e3d4838df0cdbbe01486ccfaa5ab396c4cd5410acd717debc632f7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,1299,83c733bc50ee4a42334e586bfa8a654d7116427ee30ad8d45c80d88e4123f76ca45cace4031b5041aab8120ff5062cd020ec04e95b2a28dea3325569d84ab8d9,0,5.2105263157894735,,,99.0,99.0,,114.4040404040404,5.823529411764706,4.304347826086956,8.1875,,,131.0,131.0,,99.72519083969466,6.55,5.24,4.625,,,74.0,74.0,,95.36486486486488,5.285714285714286,2.5517241379310347,5.764705882352941,,,98.0,98.0,,58.285714285714285,6.125,4.083333333333333,6.052631578947368,,,115.0,115.0,,94.70434782608696,7.1875,3.8333333333333335,5.523809523809524,,,116.0,116.0,,64.36206896551724,7.733333333333333,4.142857142857143,3.076923076923077,,,40.0,40.0,,81.975,3.333333333333333,1.9047619047619049,4.4,,,66.0,66.0,,76.1969696969697,4.4,3.882352941176471
1300,1300,6da3677badd19a05843dce8b387f47dabc7b16393a541bfaf7ff8e0e243bbac3f71b8a78d9a2169617d17c2fa8e9ed852c79e948f8934a84b93ee206cf62f819,0,1.9310344827586208,,,,,,58.9375,5.894736842105263,4.148148148148148,1.9777777777777776,,,,,,67.81460674157303,9.36842105263158,6.592592592592593,2.0125,,,1.0,1.0,,63.130434782608695,8.473684210526315,5.551724137931035,1.8679245283018868,,,,,,91.45454545454544,4.95,3.5357142857142856,2.1379310344827585,,,,,,64.54838709677419,4.428571428571429,2.8181818181818183,2.175438596491228,,,21.33333333333333,21.33333333333333,,68.99193548387096,6.888888888888889,4.275862068965517,4.414634146341464,,,34.8,17.4,,97.5414364640884,10.055555555555555,6.241379310344827,2.7735849056603774,,,7.0,2.8,,75.98639455782313,7.35,4.741935483870968
1301,1301,cc0a151c4b219f5c40fe3fdade1e7e254b06f97d7dcef94f473e1e06b6e734cc0f63bca5ba87888107393413ed1a98d2aa9f358ef482a7ecfd584b18d823d847,0,2.142857142857143,,,120.0,40.0,,50.516666666666666,6.666666666666667,4.137931034482759,2.3043478260869565,,,106.0,35.333333333333336,,49.31132075471698,7.066666666666666,3.655172413793104,2.033333333333333,,,61.0,20.33333333333333,,47.59016393442623,3.8125,2.5416666666666665,1.794871794871795,,,70.0,35.0,,53.48571428571429,5.0,2.6923076923076925,2.365079365079365,,,149.0,49.66666666666666,,66.04026845637584,9.3125,4.966666666666667,2.2711864406779663,,,134.0,44.66666666666666,,86.18656716417911,8.375,4.466666666666667,2.1166666666666667,,,127.0,42.333333333333336,,44.354330708661415,9.071428571428571,4.535714285714286,2.0153846153846158,,,131.0,65.5,,48.70229007633588,9.357142857142858,4.366666666666666
1302,1302,baf3bd1400ff07ea9a5393900a7a6ac335b63f18674ed48235bb9a679eedb00e729d0bf92f1232029982d45361dd0dbf00132db891a48adbf94553f242d37504,1,,,,,,,,,,2.0,,,2.0,2.0,,67.5,2.0,2.0,1.0,,,3.0,1.5,,36.0,1.0,1.5,1.2287581699346406,,,,,,89.76595744680851,15.666666666666666,20.88888888888889,1.108761329305136,,,,,,110.8283378746594,33.36363636363637,122.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,1303,26b5519c96d4332db040774ddda2fb20b8e3f29e6d11d2316d340e2e9db4e616a1a45125e367f376e352d6d81ee40c3648b4049a1b90b697dfec7508e5a65908,1,1.766355140186916,,,19.0,19.0,,73.95238095238095,9.0,6.75,2.219858156028369,,,8.0,8.0,,73.5591054313099,16.473684210526315,15.65,2.0,,,7.0,7.0,,49.3125,2.0,4.0,1.65,,,21.0,7.0,,67.60606060606061,2.75,2.5384615384615383,2.1666666666666665,,,,,,134.23076923076923,2.1666666666666665,1.625,,,,,,,,,,1.0,,,,,,188.0,1.0,1.0,1.25,,,,,,45.4,1.0,1.6666666666666667
1304,1304,f4f6fe85dc419c930faefebe7968e0fe9af596f0be1bf18c8996b607b3e6e7d3946f8770353dd228e4ada2d8591d7cacd8958e48a4092963a2109a8569381f40,1,3.8194444444444446,,,54.66666666666666,32.8,,94.0909090909091,11.956521739130435,8.870967741935484,2.74468085106383,,,126.0,63.0,,174.06201550387595,10.75,8.6,4.042553191489362,,,73.4,36.7,,211.27105263157893,17.272727272727273,12.258064516129032,3.645161290322581,,,52.333333333333336,31.4,,187.7681415929204,23.541666666666668,18.83333333333333,2.553719008264463,,,,,,125.15533980582524,12.875,9.96774193548387,3.0795454545454546,,,17.0,5.666666666666667,,156.1439114391144,12.904761904761903,10.037037037037036,2.4571428571428573,,,27.666666666666668,16.6,,116.83720930232558,4.777777777777778,5.0588235294117645,2.5853658536585367,,,96.0,96.0,,95.83962264150944,5.888888888888889,4.818181818181818
1305,1305,4e9818ac1564198810497ad43e90789fead378f4886efde854ae02d14ac3bb8ce6c955e95de2bae99cfa3064f70772d5acbf9454f12bef564a949268906c5cca,0,5.9,,,59.0,59.0,,162.08474576271186,3.2777777777777777,2.269230769230769,3.615384615384616,,,47.0,47.0,,159.17021276595744,3.357142857142857,3.9166666666666665,5.0,,,40.0,40.0,,269.975,3.333333333333333,1.9047619047619049,3.7142857142857135,,,24.0,24.0,,307.8076923076923,2.6,1.625,6.444444444444445,,,56.0,56.0,,328.9655172413793,3.625,2.9,3.875,,,21.0,21.0,,241.2258064516129,2.8181818181818183,2.066666666666667,3.571428571428572,,,20.0,20.0,,389.96,2.7777777777777777,1.5625,4.666666666666667,,,21.0,21.0,,131.25,2.333333333333333,2.0
1306,1306,0fff44b6a9bad1bf0050b5806728079ba386c702395ab20c056b7ed961d0759e233c75ea2b9235c9c71e4a7c944f810ed3516ee6c931457f43de100b788c64e2,1,,,,,,,,,,1.0065359477124185,,,161.0,161.0,,139.64935064935065,30.8,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,1307,12311ab6528ac439e82703f098473818548554ea33da935192b7291e5f1d248fdb252fd62f4ff83aacfe6f5e09142574098e8bdea3bc49697c75785671d803ee,0,4.052631578947368,,,154.0,154.0,,78.18831168831169,9.625,5.133333333333334,4.769230769230769,,,186.0,186.0,,97.13440860215054,10.941176470588236,6.413793103448276,5.108695652173913,,,235.0,117.5,,76.33191489361703,13.055555555555555,7.580645161290323,4.659574468085107,,,219.0,219.0,,101.27853881278538,12.166666666666666,7.3,6.86,,,342.0,342.0,,94.64139941690962,18.05263157894737,11.064516129032258,4.672413793103448,,,265.0,265.0,,103.80442804428044,15.941176470588236,9.033333333333331,4.448275862068965,,,128.0,128.0,,146.2635658914729,7.588235294117647,4.607142857142857,6.318181818181818,,,134.5,134.5,,88.85971223021583,17.375,9.266666666666667
1308,1308,885b3f09db4f47fcb116b0981837690ddc027dc01c4812790c811ecf555f6c8bc78f878bb5124fac61fb01e5c36887cd3ebe836285c10af541cfce9e60020d62,0,4.590163934426229,,,65.5,37.42857142857143,,71.41428571428571,14.736842105263158,9.333333333333334,6.803571428571429,,,74.8,46.75,,55.3989501312336,18.142857142857142,12.7,6.790697674418604,,,57.0,31.666666666666668,,56.386986301369866,13.272727272727272,9.733333333333333,6.289473684210527,,,58.25,33.285714285714285,,62.0,13.27777777777778,9.56,3.358974358974359,,,60.0,40.0,,41.732824427480914,7.705882352941177,4.678571428571429,2.628571428571429,,,88.0,88.0,,53.02173913043478,5.75,3.4074074074074074,3.488372093023256,,,68.5,45.66666666666666,,67.84666666666666,9.375,6.0,2.0625,,,60.0,60.0,,53.13636363636363,5.076923076923077,3.0
1309,1309,6a2dd833a0d7eac547397d83e5565effe6430280de400eead64c62b262e2f5acc881381f90af0ab66b4fea14e6a268526dd67c43f88113908f6ccf78185f14af,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0625,,,,,,77.79411764705883,11.333333333333334,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,1310,c0c4d17dfa367989609f99765364be047c720bfd353ac499cdff9f8f330835775a11870d30009610945c4d4ade4a9b9b110b3c67160ade10f112fa33b4fb2658,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,105.5,2.0,2.0,1.2452830188679245,,,,,,234.24242424242425,12.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,1311,0bcb3e5fc649d5bb0cf83917d3b1ac088c88c2a6d293d5973b7a39daa5a085cb0d4585ba1c94ba0b652d21cf6600cce556d5fcb27ca1abcdb65c9245c2a6cc65,1,1.6666666666666667,,,5.0,5.0,,84.2,1.6666666666666667,1.25,,,,,,,,,,1.0,,,,,,60.333333333333336,5.0,15.0,1.4205607476635511,,,,,,62.74342105263158,43.42857142857143,60.8,1.271186440677966,,,,,,122.05333333333331,15.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,1312,83f583094cf8dfa63d1a2239c0b8a53a8213c971ce9c8ee514a53bc29064f2729532bf7a5d52488508aa944f1d4678de1a9c9d95288c3735ea949c02f1ae2f4f,0,3.117647058823529,,,34.0,5.666666666666667,,74.43396226415095,3.533333333333333,3.7857142857142856,2.107142857142857,,,25.0,6.25,,56.76271186440678,4.214285714285714,2.6818181818181817,3.388888888888889,,,13.0,5.2,,50.63934426229508,4.357142857142857,2.44,4.321428571428571,,,114.0,16.285714285714285,,55.900826446281,7.5625,4.481481481481482,1.9166666666666667,,,,,,74.41304347826087,3.8333333333333335,2.421052631578948,3.9,,,73.0,14.6,,62.69230769230769,4.875,3.391304347826087,4.625,,,37.0,18.5,,34.91891891891892,3.363636363636364,2.055555555555556,5.5,,,65.0,13.0,,39.60606060606061,5.5,2.75
1313,1313,8467ffef2ed5e34676635ceeecf9ec355f7dff2861bd741bf89ab2ef93e8a25b6eaec7282b33dfbf07b7bec1714b434bfbdd87c42bb84803bf0e6682c828570b,0,,,,,,,,,,6.5,,,13.0,13.0,,37.38461538461539,2.1666666666666665,4.333333333333333,4.2,,,21.0,21.0,,44.47619047619048,2.333333333333333,2.333333333333333,6.0,,,18.0,18.0,,38.44444444444444,1.8,2.571428571428572,6.0,,,12.0,12.0,,31.25,2.4,4.0,1.75,,,7.0,7.0,,24.428571428571427,1.1666666666666667,1.75,,,,,,,,,,4.0,,,20.0,20.0,,21.0,2.2222222222222223,1.5384615384615383
1314,1314,35b6a3108979b018e45b58231934dcd6c74765316e7b0c737e1854b56beef595fb0565907cc3b9daf8e0bba29f698e16b989df09b8c477326b95d8faa83b58be,0,6.583333333333333,,,158.0,79.0,,116.20886075949367,8.777777777777779,5.266666666666667,8.428571428571429,,,236.0,118.0,,106.22457627118644,13.11111111111111,8.137931034482758,5.575757575757576,,,184.0,92.0,,108.04347826086956,9.68421052631579,6.133333333333334,4.0,,,140.0,70.0,,140.09285714285716,8.75,5.0,5.041666666666667,,,33.333333333333336,25.0,,219.07438016528928,6.722222222222222,4.172413793103448,5.102564102564102,,,37.5,18.75,,61.1356783919598,11.705882352941176,6.862068965517241,6.846153846153846,,,178.0,89.0,,59.31460674157304,10.470588235294118,6.846153846153846,7.595238095238095,,,319.0,159.5,,57.6614420062696,18.764705882352946,10.633333333333333
1315,1315,94f626b2def4989f3523d7ca8072ed5c49ee15195a79c832dff2f6eb919b1d9615063856ee8b31e2e1e4a9036d3739dc478fb5cee181368a93977b6624b184c1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0641509433962264,,,23.0,23.0,,151.68794326241135,25.63636363636364,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,1316,63e2f8513edfca37038d18b5dd1522724be5d9788c1fbc649fc0c1a2eaaec26a6a3becde6c9e3370defb2f230cf9c55339c795dcbbaf4745053efd8cfa0d2c91,0,3.7714285714285714,,,132.0,44.0,,84.14393939393939,8.25,4.551724137931035,4.588235294117647,,,309.0,154.5,,71.65705128205128,19.5,10.4,5.283018867924528,,,279.0,93.0,,82.00714285714285,15.555555555555555,9.03225806451613,4.745454545454545,,,261.0,130.5,,91.93869731800768,17.4,8.7,3.7260273972602738,,,263.0,131.5,,82.59558823529412,18.133333333333333,8.774193548387096,4.863636363636363,,,106.0,63.6,,76.30841121495327,17.833333333333332,10.35483870967742,3.3703703703703702,,,91.0,45.5,,150.57142857142858,5.6875,3.7916666666666665,3.493333333333333,,,262.0,87.33333333333333,,125.75954198473282,16.375,8.451612903225806
1317,1317,58c2df0a1a2383d24826afc0f11530b57a413f87c186fbdd78bcc0cadca5d5b61decf5bf875d9fb1744e9ec1a3b34da00e0a611a00954ce6777823a683d97bc2,0,1.4666666666666666,,,22.0,22.0,,40.5,1.5714285714285714,1.4666666666666666,1.096774193548387,,,17.0,11.333333333333334,,59.85294117647059,2.6153846153846154,1.619047619047619,1.3870967741935485,,,42.0,14.0,,67.76744186046511,3.583333333333333,2.0476190476190474,1.125,,,36.0,12.0,,62.888888888888886,3.272727272727273,2.769230769230769,1.0869565217391304,,,25.0,6.25,,86.48,2.5,1.3888888888888888,1.818181818181818,,,20.0,5.0,,31.4,1.6666666666666667,1.5384615384615383,1.1,,,11.0,11.0,,42.27272727272727,1.375,1.2222222222222223,1.1363636363636365,,,25.0,12.5,,46.96,1.9230769230769231,1.5625
1318,1318,38e9da1547dda88851a56dc0ffdcc36bda6a752b0e80efec3693ff7347017810f7ea596f9bf3e8487d859c524c4da5cd6b3c38bacd79a6a4158c9fd3b5f88aa2,1,1.0,,,1.0,1.0,,47.93650793650794,15.75,63.0,1.0052356020942408,,,768.0,768.0,,51.278645833333336,85.33333333333333,45.1764705882353,1.1641337386018238,,,383.0,383.0,,108.50391644908616,31.916666666666668,34.81818181818182,1.1884057971014492,,,82.0,41.0,,106.89024390243902,9.11111111111111,16.4,1.1191658391261172,,,1127.0,1127.0,,72.29724933451641,102.45454545454544,62.61111111111112,1.0,,,33.0,33.0,,37.57575757575758,8.25,16.5,,,,,,,,,,1.0357142857142858,,,464.0,464.0,,33.43103448275862,35.69230769230769,66.28571428571429
1319,1319,284c608493e7af3405328153e88a4e0433bb2af62ce4495adca3a1be58923a246277d2147d82b9d425b719ce1831c39daaaf1cfad2d342df67b6a706369d18d1,0,3.75,,,15.0,10.0,,163.43333333333334,2.5,3.75,3.4166666666666665,,,20.5,13.666666666666666,,332.0487804878049,3.4166666666666665,2.7333333333333334,5.222222222222222,,,23.5,23.5,,348.1914893617021,3.615384615384616,2.0434782608695654,4.0,,,28.0,28.0,,206.8571428571429,2.0,1.8666666666666667,5.571428571428571,,,39.0,39.0,,203.12820512820517,3.5454545454545454,2.1666666666666665,2.833333333333333,,,8.5,8.5,,243.7058823529412,1.8888888888888888,1.5454545454545454,1.2857142857142858,,,9.0,9.0,,253.44444444444449,1.8,1.5,1.5,,,9.0,9.0,,474.44444444444446,1.5,1.5
1320,1320,12316b858b9be232b22064a6e399e523f9b37fcf3a37768dc63350cc8ce9ccfbe6ff5c9ba47bea5927489327e5ba4954c50afeace80e0534ed70468c9fe31715,0,7.6875,,,123.0,24.6,,64.13821138211382,7.6875,4.555555555555555,7.333333333333333,,,241.0,120.5,,68.04545454545455,14.235294117647058,8.066666666666666,16.19047619047619,,,340.0,170.0,,48.87058823529412,17.0,10.96774193548387,11.75,,,329.0,164.5,,46.38905775075988,15.666666666666666,10.966666666666669,12.51851851851852,,,338.0,112.66666666666669,,52.54733727810651,16.095238095238095,11.266666666666667,17.296296296296298,,,430.0,215.0,,35.20128479657387,22.23809523809524,15.064516129032258,14.73076923076923,,,383.0,127.66666666666669,,59.240208877284594,18.23809523809524,13.678571428571429,17.77777777777778,,,463.0,231.5,,118.41458333333334,25.26315789473684,16.0
1321,1321,2ff0f31344e95564c108e5f9a9aa2f1302e339229ccad1d4868187345b735aebdd6890ee5a622467ab8be2780afdc152141934e744ff0e68aa40dda337fd3065,0,1.0,,,7.0,7.0,,66.42857142857143,1.75,1.1666666666666667,2.8,,,14.0,14.0,,161.0,1.4,2.8,1.0,,,2.0,2.0,,117.5,1.0,1.0,1.5454545454545454,,,17.0,17.0,,148.64705882352942,2.125,2.4285714285714284,,,,,,,,,,3.0,,,3.0,3.0,,92.0,3.0,3.0,2.0,,,6.0,6.0,,95.16666666666669,1.2,1.5,2.0,,,2.0,2.0,,303.5,1.0,2.0
1322,1322,96d3ce3513a1fb78c182037c3f2c4f14701f0d70245e761f102fb0ecf9c15801da7db1d0fad8a1ae4a67c59b45d45c4173c2daa64a88f861ff99a82c771d4aee,0,3.0,,,63.0,63.0,,99.2063492063492,3.9375,2.863636363636364,2.942857142857143,,,51.5,51.5,,127.92233009708738,6.4375,3.9615384615384617,4.25925925925926,,,57.5,38.333333333333336,,127.65217391304348,7.666666666666667,4.107142857142857,4.916666666666667,,,59.0,59.0,,130.16101694915255,6.941176470588236,4.37037037037037,6.40625,,,102.5,102.5,,70.82439024390244,12.058823529411764,6.612903225806452,2.921052631578948,,,55.5,55.5,,76.74774774774775,9.25,4.111111111111111,3.2777777777777777,,,29.5,29.5,,116.71186440677968,4.916666666666667,3.1052631578947367,3.7777777777777777,,,34.0,34.0,,96.1029411764706,5.230769230769231,2.72
1323,1323,dbf6497e7510d596b79d3cdfa81b45f8fc14589547f7eeffda10ba1cdffd2dedb93f6b336df234b86e5a3b11bb3a782e71ab080084f6d951073c7593bb9c9ac3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0821917808219177,,,,,,102.5657894736842,10.133333333333333,16.88888888888889,,,,,,,,,,,,,,,,,,
1324,1324,c29e5f45d393cac9f719cb6406fc4f7f0e0e24a09e68014c35d699a5477935121bf788424a99e7997a8710b7c100987c6b0a6babc21dcc21c52799988a95a566,0,2.0,,,,,,189.625,2.0,2.0,2.0,,,,,,191.1,1.6666666666666667,1.6666666666666667,1.3333333333333333,,,,,,168.75,1.3333333333333333,1.1428571428571428,1.5,,,,,,407.55555555555554,1.5,1.2857142857142858,1.3333333333333333,,,,,,499.5,1.0,1.3333333333333333,2.111111111111111,,,9.5,6.333333333333333,,113.3157894736842,1.7272727272727273,2.111111111111111,1.75,,,7.0,7.0,,55.71428571428572,1.1666666666666667,1.4,2.25,,,8.0,8.0,,208.22222222222223,1.8,2.25
1325,1325,727e1dd1390555a2bebc9de0c5f146d3b440245e1816c1e15a6ac4ab761e1259ed4be998cddd69c59bb7f95b1a9886c2bd84a11528f15e150ffad7f66b1fd762,0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,7.0,1.0,1.0,1.0,,,5.0,5.0,,30.0,1.25,1.25,,,,,,,,,,3.0,,,,,,105.55555555555556,2.25,3.0,1.0,,,5.0,5.0,,22.2,2.5,5.0,1.0,,,1.0,1.0,,117.0,1.0,1.0
1326,1326,a99f8e5a7ba89dacb3ddf7b2a16d48d6c5f4cf29cf6e8d1d83a635fc4f0acc5993bb31de36751a14bad3caaf033fdd4235f5c7d174cc1b9a50404d199f396437,1,,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,,14.0,2.0,2.0,1.0365853658536586,,,,,,103.24117647058824,18.88888888888889,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,1327,cf18ad50cdfe9cae963375d042e7127a5479edeb0838b224fa0de6f9650408a7a5d6c00648c8251a9ecfd241ea1b25ddc67f8a19738054dd08c7fdf4f56bd12c,0,3.623376623376624,,,279.0,139.5,,33.74910394265233,13.285714285714286,9.0,3.052083333333333,,,97.33333333333331,48.66666666666666,,60.1160409556314,15.421052631578949,9.766666666666667,3.313131313131313,,,64.8,24.923076923076923,,50.207317073170735,16.4,10.580645161290322,3.0588235294117645,,,309.0,309.0,,62.69551282051282,18.352941176470587,10.4,2.5981308411214954,,,271.0,135.5,,54.24460431654676,16.352941176470587,8.96774193548387,2.869565217391304,,,328.0,164.0,,53.8969696969697,19.41176470588235,10.64516129032258,2.8876404494382024,,,257.0,257.0,,44.81322957198444,14.27777777777778,9.178571428571429,2.83495145631068,,,291.0,145.5,,42.35616438356164,17.176470588235293,9.733333333333333
1328,1328,6d6a093b4537593899a221acfd1cf3d50a82b6f5ef18500d07a79ea3dbb9045a59b437824e0b1e5fb1ce28927e6d507df192c20934b9fbc393ccac776dcb5c63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,114.1851851851852,9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1329,919c612e557242d036450d5638f4940844a31146713c3da35ec5be36d30f75e4c3eaf94f4ddf65929b5e22fe8da3ab24886a1966edd57eeb44a1d2344b3cbb8f,1,2.3125,,,70.0,23.33333333333333,,211.48648648648648,3.8947368421052633,2.96,2.09375,,,65.0,21.666666666666668,,115.05970149253731,3.35,3.0454545454545454,2.0294117647058822,,,34.0,22.666666666666668,,133.8840579710145,3.631578947368421,3.136363636363636,4.666666666666667,,,135.0,45.0,,157.35714285714286,6.363636363636363,5.185185185185185,2.9,,,115.0,57.5,,251.80172413793105,5.523809523809524,4.833333333333333,2.592592592592593,,,70.0,35.0,,116.35714285714286,3.684210526315789,3.1818181818181817,2.0357142857142856,,,57.0,28.5,,257.03508771929825,3.1666666666666665,2.590909090909091,1.7894736842105263,,,68.0,22.666666666666668,,249.1323529411765,3.7777777777777777,3.7777777777777777
