,number,phone_no_m,label,sms_rate_1908,calltypeRate2_1908,calltypeRate1_1908,hour_mode_count_1908,hourAver_1908,day_mode_count_1908,dayAver_1908,sms_rate_1909,calltypeRate2_1909,calltypeRate1_1909,hour_mode_count_1909,hourAver_1909,day_mode_count_1909,dayAver_1909,sms_rate_1910,calltypeRate2_1910,calltypeRate1_1910,hour_mode_count_1910,hourAver_1910,day_mode_count_1910,dayAver_1910,sms_rate_1911,calltypeRate2_1911,calltypeRate1_1911,hour_mode_count_1911,hourAver_1911,day_mode_count_1911,dayAver_1911,sms_rate_1912,calltypeRate2_1912,calltypeRate1_1912,hour_mode_count_1912,hourAver_1912,day_mode_count_1912,dayAver_1912,sms_rate_2001,calltypeRate2_2001,calltypeRate1_2001,hour_mode_count_2001,hourAver_2001,day_mode_count_2001,dayAver_2001,sms_rate_2002,calltypeRate2_2002,calltypeRate1_2002,hour_mode_count_2002,hourAver_2002,day_mode_count_2002,dayAver_2002,sms_rate_2003,calltypeRate2_2003,calltypeRate1_2003,hour_mode_count_2003,hourAver_2003,day_mode_count_2003,dayAver_2003
234,234,68edc8b1c37baf722d74c6d65e7c70066e645c7aead1245a4b4542025a6f39451da777791ac027d89a9443dbea642e397a1b870e8f14c70a3c0c0beadcab57f5,1,48.25,1.0,,34.0,14.846153846153848,20.0,9.19047619047619,4.8,1.0,,7.0,3.0,5.0,2.6666666666666665,13.857142857142858,1.0,,36.0,12.125,12.0,4.619047619047619,4.181818181818182,0.9565217391304348,0.0434782608695652,11.0,4.6,19.0,15.333333333333334,,,,,,,,,,,,,,,2.625,1.0,,7.0,3.0,12.0,5.25,,,,,,,
235,235,12216200a13a85db08451f1ccbab13e4700cc0ff0a431eed84599f74ad24b3ea248aacdd7d920ed19710f7b628d19803aa6434913657e934c731585b75daaf35,1,3.0481481481481483,0.9963547995139732,0.0036452004860267,143.0,35.78260869565217,41.0,26.548387096774192,4.857142857142857,0.9948096885813148,0.0051903114186851,53.0,25.130434782608692,36.0,19.266666666666666,3.839378238341969,0.9946018893387314,0.0053981106612685,70.0,30.875,75.0,23.90322580645161,3.0860927152317883,0.9721030042918456,0.0278969957081545,56.0,21.181818181818183,40.0,15.533333333333331,2.122340425531915,0.9799498746867168,0.0200501253132832,47.0,18.13636363636364,27.0,12.870967741935484,2.887573964497041,0.9815573770491804,0.0184426229508196,84.0,22.181818181818183,56.0,15.741935483870968,3.155,0.9968304278922344,0.0031695721077654,56.0,33.21052631578947,45.0,21.75862068965517,2.950248756218905,0.9291736930860034,0.0708263069139966,99.0,28.23809523809524,71.0,23.72
236,236,1a8f72853b67de8df50726ece5ad7f305fc3bd14c51f753669c464626f539060f24d03cd6f415bc8038d6f06b75615e1b72501865354052ab7b4f2b886de805d,1,,,,,,,,,,,,,,,18.2,0.989010989010989,0.0109890109890109,35.0,15.166666666666666,51.0,10.11111111111111,18.0,0.9444444444444444,0.0555555555555555,11.0,6.0,7.0,6.0,,,,,,,,20.0,0.8833333333333333,0.1166666666666666,14.0,7.5,21.0,12.0,46.0,0.8695652173913043,0.1304347826086956,13.0,6.571428571428571,18.0,11.5,21.0,0.8571428571428571,0.1428571428571428,25.0,9.0,27.0,15.75
237,237,4c30ee2d5c399c5369a393b121fe55365b70b8b64fac70adb5ea7233e0f778e15703faf14a42fe53efe3edf925ae2a987f6f2479de471b9b07f9869875e5436f,0,5.0,1.0,,14.0,5.0,8.0,3.4615384615384617,5.7,1.0,,15.0,6.333333333333333,10.0,4.071428571428571,10.3,1.0,,20.0,8.583333333333334,10.0,4.291666666666667,9.11111111111111,1.0,,17.0,7.454545454545454,16.0,4.823529411764706,6.625,0.981132075471698,0.0188679245283018,9.0,4.818181818181818,8.0,3.7857142857142856,11.0,1.0,,39.0,8.25,11.0,5.28,36.75,1.0,,28.0,9.1875,12.0,5.653846153846154,16.88888888888889,1.0,,32.0,8.941176470588236,11.0,5.62962962962963
238,238,fafd51c0340799a7d80e8bc10d039995b72f2a27c11a263f0097af786c8ed167d098ac9a896a1d1962cdcb220a34e43f8b914bedc6943a1c87ba2889b0afda19,0,4.974358974358975,0.9484536082474226,0.0515463917525773,23.0,10.77777777777778,16.0,6.466666666666667,12.333333333333334,1.0,,74.0,20.181818181818183,101.0,16.444444444444443,4.105263157894737,1.0,,14.0,5.571428571428571,9.0,3.25,3.2222222222222223,1.0,,24.0,7.25,24.0,4.35,2.806451612903226,1.0,,11.0,5.4375,8.0,3.48,8.464285714285714,0.9620253164556962,0.0379746835443038,68.0,13.166666666666666,83.0,8.464285714285714,7.476190476190476,1.0,,22.0,9.235294117647058,14.0,5.607142857142857,6.777777777777778,0.9672131147540984,0.0327868852459016,39.0,12.2,12.0,7.038461538461538
239,239,826ecc5e5805f5ff71d9b5c877396eb9abf8bfc6f5057d4bbd40018d16c8559f1273f15b51263348cbaada6c3939a4a88839e18d87b08048176d6fa4fe81dc97,0,4.741935483870968,0.8639455782312925,0.1360544217687075,19.0,9.8,14.0,5.25,5.833333333333333,0.979591836734694,0.0204081632653061,29.0,12.894736842105264,24.0,8.448275862068966,5.866666666666666,1.0,,24.0,9.77777777777778,18.0,6.285714285714286,4.925,0.9441624365482234,0.0558375634517766,26.0,10.36842105263158,19.0,6.566666666666666,6.821428571428571,0.9633507853403142,0.0366492146596858,25.0,10.61111111111111,17.0,6.161290322580645,7.272727272727272,0.9791666666666666,0.0208333333333333,26.0,13.333333333333334,20.0,7.741935483870968,14.478260869565217,0.993993993993994,0.006006006006006,42.0,17.526315789473685,23.0,11.482758620689657,8.142857142857142,0.9707602339181286,0.0292397660818713,23.0,11.4,16.0,5.896551724137931
240,240,3baeedbeb9076109b81817ca1ec34cd3aa97db824acff39fc1658ee544dadc58a69a136232dd5c1dab3266af0b2e6c53b62fbb2d4298881d57a0d59ecefa61df,1,2.3,1.0,,9.0,2.875,11.0,7.666666666666667,3.189189189189189,0.9915254237288136,0.0084745762711864,27.0,6.941176470588236,15.0,4.214285714285714,2.1777777777777776,1.0,,17.0,6.125,25.0,5.157894736842105,3.7,1.0,,11.0,4.111111111111111,5.0,3.7,1.0,1.0,,1.0,1.0,1.0,1.0,16.0,0.859375,0.140625,12.0,7.111111111111111,41.0,16.0,,,,,,,,,,,,,,
241,241,247715b8a7f0bdda08e08957a5c12d153555bbc7e678346a562b66ae3f3c80650144aa946e27d2a22000de561a07e0f2f1275b49fc8e4b2d1244b1da6186d0d4,0,15.8,0.9746835443037974,0.0253164556962025,25.0,7.181818181818182,6.0,3.761904761904762,15.75,0.9682539682539684,0.0317460317460317,12.0,6.3,8.0,3.15,12.8,0.984375,0.015625,17.0,6.4,7.0,3.764705882352941,8.428571428571429,0.9830508474576272,0.0169491525423728,8.0,4.538461538461538,10.0,3.4705882352941178,17.8,0.9662921348314608,0.0337078651685393,38.0,6.357142857142857,8.0,3.7083333333333335,28.8,0.9791666666666666,0.0208333333333333,24.0,8.470588235294118,12.0,5.333333333333333,33.4,1.0,,36.0,10.4375,19.0,6.185185185185185,10.285714285714286,0.9861111111111112,0.0138888888888888,12.0,6.0,7.0,3.0
242,242,bbbc44a91232b91cf4de22260d34bfd25727f537f777e86f5005be9ec409dfe7c4c6f030362604bfdea1f3c7d2414b4ebf8a6226ac146448971968914709b77f,1,,,,,,,,,,,,,,,,,,,,,,7.571428571428571,0.9245283018867924,0.0754716981132075,21.0,7.571428571428571,26.0,8.833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,243,504ad551c4a2c1e75129444773f79ef6c9ce257115646945cb7f51040a078ce5a4dee507b557602b955ffdc8e73fb60f4796156278dcdcf70643e38293887741,0,30.8,1.0,,47.0,11.846153846153848,11.0,4.967741935483871,28.8,1.0,,43.0,12.0,11.0,4.8,25.666666666666668,1.0,,49.0,14.0,21.0,4.967741935483871,18.75,1.0,,42.0,15.0,18.0,5.0,27.4,1.0,,55.0,11.416666666666666,8.0,4.419354838709677,32.666666666666664,1.0,,47.0,11.529411764705882,15.0,6.32258064516129,37.285714285714285,1.0,,58.0,14.5,12.0,9.0,27.83333333333333,1.0,,66.0,12.846153846153848,10.0,5.387096774193548
244,244,2753229449b9915eddc1d62d93beae12887151dd00a69a426cb1f7fb4b3a3c980269a52b1743c7da2a1d894c91b682d9188320d5a4fa2866d0dbdc3c9896f650,0,2.737864077669903,0.9858156028368794,0.0141843971631205,34.0,15.666666666666666,19.0,9.096774193548388,2.450980392156863,1.0,,43.0,13.88888888888889,17.0,8.928571428571429,2.418181818181818,0.9887218045112782,0.0112781954887218,38.0,14.77777777777778,18.0,8.580645161290322,2.1336898395721926,0.987468671679198,0.012531328320802,53.0,21.0,57.0,13.3,2.752,0.997093023255814,0.002906976744186,54.0,17.2,36.0,11.466666666666669,2.9101123595505616,1.0,,33.0,15.235294117647058,26.0,8.633333333333333,2.972972972972973,0.9772727272727272,0.0227272727272727,25.0,12.941176470588236,21.0,7.857142857142857,2.511363636363636,0.990950226244344,0.0090497737556561,41.0,14.733333333333333,15.0,7.129032258064516
245,245,7cf4dfc7514035674168fadfec021eee935b9b981fa70f35ec66c6f5b8523c97ffe0799bf5a03190a9d0bae0fdd96f7b5328e9d9a975aef5b921ba5b5ce742de,1,9.461538461538462,0.8861788617886179,0.1138211382113821,39.0,18.923076923076923,17.0,7.935483870967742,16.76923076923077,0.8577981651376146,0.1422018348623853,51.0,16.76923076923077,19.0,7.266666666666667,25.666666666666668,0.8614718614718615,0.1385281385281385,68.0,15.4,24.0,7.451612903225806,8.142857142857142,0.8771929824561403,0.1228070175438596,60.0,10.363636363636363,12.0,8.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,246,b23f6b72df0b82061badd9de543306fd124e970086057699567a0d0c4075b10a2fe30722848c91901b11e826e26cc155a1ab2d71e347a4a2b4601d91fb322e78,1,3.642857142857143,1.0,,47.0,17.0,29.0,11.516129032258064,2.7333333333333334,0.8083623693379791,0.1916376306620209,87.0,17.9375,32.0,10.25,3.305555555555556,0.96218487394958,0.0378151260504201,38.0,11.9,20.0,7.933333333333334,3.5176470588235293,0.9966555183946488,0.0033444816053511,40.0,17.58823529411765,24.0,9.966666666666669,3.333333333333333,1.0,,35.0,15.789473684210526,31.0,9.67741935483871,3.651162790697674,1.0,,26.0,11.214285714285714,14.0,5.814814814814815,3.5454545454545454,1.0,,22.0,11.142857142857142,23.0,6.0,3.869565217391304,1.0,,34.0,12.714285714285714,19.0,5.933333333333334
247,247,574c206454b65f2b72436d335da24f95f676643c361163a01b11f5cf04cd343ec1a21f48efa1344e44b801e945911759b947db94a24a1ac703eb079bbcf2232c,0,7.071428571428571,1.0,,10.0,5.823529411764706,7.0,3.193548387096774,10.4375,1.0,,16.0,9.27777777777778,14.0,5.566666666666666,9.818181818181818,1.0,,19.0,7.2,14.0,3.724137931034482,15.0,0.9809523809523808,0.019047619047619,11.0,6.5625,16.0,3.5,15.0,1.0,,17.0,6.176470588235294,13.0,3.75,6.65,0.9924812030075189,0.0075187969924812,16.0,7.388888888888889,14.0,5.782608695652174,14.0,1.0,,24.0,10.705882352941176,14.0,6.7407407407407405,12.77777777777778,1.0,,19.0,9.583333333333334,12.0,4.6
248,248,e99d2e5cc4c02844761115266357a02c5d0f148644f8c4483956d35bc7731acc8020b87aa839ec70dd40eb76beafaa2e4f2dc6d2c0bbfc6195844a173c259c56,0,4.324324324324325,1.0,,41.0,11.428571428571429,12.0,5.714285714285714,4.828571428571428,1.0,,34.0,11.266666666666667,16.0,6.25925925925926,3.239130434782609,0.9932885906040269,0.0067114093959731,39.0,9.3125,15.0,4.806451612903226,3.0294117647058822,1.0,,23.0,12.117647058823527,30.0,7.357142857142857,2.2758620689655173,0.9924242424242424,0.0075757575757575,20.0,7.333333333333333,13.0,4.888888888888889,3.733333333333333,1.0,,37.0,9.333333333333334,19.0,5.793103448275862,3.571428571428572,1.0,,14.0,7.8125,15.0,4.62962962962963,2.631578947368421,1.0,,29.0,10.0,16.0,5.555555555555555
249,249,425ff68c9d2152aec69d5aaa861e97cf626bc10b37645220893ae03130b43b0c76679db7ab5c6c834072b819b0dee8edf895854302366b7cbcdc613ee3c23871,0,6.529411764705882,0.972972972972973,0.027027027027027,26.0,7.4,17.0,4.44,8.588235294117647,0.9863013698630136,0.0136986301369863,34.0,9.125,11.0,5.407407407407407,4.363636363636363,0.9930555555555556,0.0069444444444444,32.0,9.0,20.0,6.545454545454546,4.15625,0.9924812030075189,0.0075187969924812,22.0,7.823529411764706,14.0,5.541666666666667,3.4444444444444446,0.989247311827957,0.010752688172043,14.0,5.166666666666667,8.0,3.4444444444444446,5.857142857142857,0.9939024390243902,0.0060975609756097,25.0,10.933333333333334,16.0,5.857142857142857,5.264705882352941,0.994413407821229,0.0055865921787709,39.0,10.529411764705882,23.0,7.16,6.03125,0.9896373056994818,0.0103626943005181,56.0,10.72222222222222,38.0,6.655172413793103
250,250,c723389a0603642966058e2a7f7eb27b6a7ed08b8c5d20aac005d9e3b77bf53df703621e79623fd5e2507cee018b04c40438d090afd2347f9d291b6e4caa47b1,0,7.743589743589744,0.9039735099337748,0.0960264900662251,46.0,15.894736842105264,28.0,10.066666666666666,5.0,0.9304347826086956,0.0695652173913043,26.0,11.5,19.0,8.214285714285714,7.4411764705882355,0.9881422924901184,0.0118577075098814,40.0,14.055555555555555,21.0,8.724137931034482,3.646153846153846,0.9451476793248944,0.0548523206751054,46.0,13.941176470588236,20.0,8.172413793103448,6.020408163265306,0.9152542372881356,0.0847457627118644,42.0,14.75,21.0,9.516129032258064,7.657894736842105,0.9450171821305842,0.0549828178694158,37.0,15.31578947368421,21.0,9.387096774193548,5.461538461538462,0.9906103286384976,0.0093896713615023,35.0,12.529411764705882,21.0,7.344827586206897,5.755555555555556,0.945945945945946,0.054054054054054,46.0,12.333333333333334,29.0,8.35483870967742
251,251,b792d6fcb1ea36c4ce3f174757c328768946e90f035629b70aa9769a8efa10ff977e8d05e776c3e874bf2c0fd93500d50f86f913892d36eca83f7ec880724bd1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.636363636363637,0.863013698630137,0.136986301369863,27.0,8.11111111111111,49.0,24.33333333333333
252,252,dbf7e92a6350c9f549aa73350b5f7939841aa3abbe951372a98a9d2ad14ff10945248a2a9e76db098be20369a16d9e54a582b7dd4cadd963fcc41af64c353e59,1,,,,,,,,,,,,,,,,,,,,,,24.8,0.8104838709677419,0.189516129032258,39.0,16.533333333333335,92.0,35.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,253,dc3c03acbe2023e1c1c5264b97e235219695e113e7d69dd928dc79dbef5e06d23bd19116420bf1959de1261218ccee806be01f8e7541e282356c4a4e24ceb514,0,2.230769230769231,1.0,,23.0,10.235294117647058,17.0,6.0,4.212765957446808,0.9949494949494948,0.005050505050505,24.0,11.647058823529411,22.0,6.6,4.123076923076923,1.0,,46.0,13.4,24.0,8.64516129032258,4.920634920634921,0.9903225806451612,0.0096774193548387,42.0,15.5,19.0,10.333333333333334,4.351351351351352,1.0,,52.0,16.94736842105263,20.0,10.387096774193548,3.75,1.0,,25.0,11.052631578947368,19.0,7.5,4.612903225806452,1.0,,24.0,8.411764705882353,24.0,5.958333333333333,6.790697674418604,0.9965753424657534,0.0034246575342465,51.0,19.466666666666665,24.0,9.419354838709678
254,254,ac99684c6fb6e5ba27df7cde5db29f59fcbab640aaca30264b1b02e49fd6b5b4bd6eec97ce45cf4b1f3e031bade81f882120b75d95bc647d3e958f9e9443dacc,1,5.344827586206897,0.9935483870967742,0.0064516129032258,43.0,8.61111111111111,21.0,5.166666666666667,3.631578947368421,0.9903381642512076,0.0096618357487922,40.0,12.176470588235292,22.0,6.9,3.2063492063492065,1.0,,36.0,10.63157894736842,16.0,6.965517241379311,2.5172413793103448,1.0,,26.0,8.11111111111111,19.0,4.866666666666666,3.192982456140351,1.0,,17.0,9.1,15.0,6.066666666666666,5.385964912280702,0.8078175895765473,0.1921824104234527,38.0,16.157894736842106,45.0,10.586206896551724,3.3559322033898304,0.898989898989899,0.101010101010101,29.0,9.9,25.0,7.333333333333333,6.4,0.99375,0.00625,59.0,10.0,14.0,6.153846153846154
255,255,1dadd5f559f2f4c0848ff4e31289a7d221718fc4215539d35264e7ebbfedff144a0c24345490e4b5e3f258d79e4fa9ef74f5c8690c71b4b19caba14b370d851a,0,1.0,1.0,,1.0,1.0,1.0,1.0,16.0,1.0,,12.0,7.111111111111111,7.0,3.3684210526315788,12.666666666666666,1.0,,17.0,8.444444444444445,9.0,3.3043478260869565,7.4,1.0,,15.0,6.727272727272728,14.0,3.7,7.333333333333333,0.9848484848484848,0.0151515151515151,12.0,5.076923076923077,10.0,3.142857142857143,2.0,1.0,,3.0,2.0,4.0,1.6,12.285714285714286,1.0,,17.0,6.615384615384615,12.0,4.095238095238095,3.6666666666666665,1.0,,2.0,1.8333333333333333,5.0,2.75
256,256,e76c169d8bc2736b8ab3d2083adfff0690d3380b660a10ed8b506bebb05c2b06061a77489ab494d8e74fedeec0fd750a667858af34d0dd03aeb70baf6a04bacb,1,,,,,,,,,,,,,,,,,,,,,,8.333333333333334,0.96,0.04,24.0,8.333333333333334,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,257,1e2e7041acc15524e7225feb9d08828fac1b55a6e3a063bc04c08fa3b58703a50369ab3459889aff9b8cf3209216ac02a845221df651c681fb04f86484408319,1,12.0,1.0,,18.0,6.0,8.0,3.789473684210526,3.0,1.0,,1.0,1.0,2.0,1.5,,,,,,,,3.2857142857142856,1.0,,11.0,3.2857142857142856,6.0,3.2857142857142856,7.375,1.0,,12.0,6.555555555555555,8.0,3.6875,7.0,1.0,,4.0,2.333333333333333,7.0,2.625,2.0,1.0,,1.0,1.0,2.0,2.0,4.8,1.0,,5.0,2.6666666666666665,6.0,1.8461538461538465
258,258,2b06266c22f84c1c0ddb60e791ce2213406f58138fc4d1c1c438ebfeaf88e3816c4dda9c86152c183408fe32df86fa4c9c10edd00421c1cb6706fbe06de1bfd0,1,2.796657381615599,0.9890438247011952,0.0109561752988047,129.0,45.63636363636363,91.0,32.38709677419355,4.084507042253521,0.9827586206896552,0.0172413793103448,88.0,19.33333333333333,30.0,9.666666666666666,2.854368932038835,0.9897959183673468,0.010204081632653,72.0,17.294117647058822,26.0,9.483870967741936,3.1809523809523808,0.907185628742515,0.092814371257485,68.0,15.904761904761903,27.0,11.133333333333333,3.826666666666666,1.0,,81.0,17.9375,19.0,9.258064516129032,5.012658227848101,0.9772727272727272,0.0227272727272727,54.0,18.0,32.0,12.774193548387096,5.761363636363637,0.9822485207100592,0.0177514792899408,61.0,21.125,60.0,18.77777777777778,,,,,,,
259,259,195525ef2cb461bf058a343999f05d0e35522dd0294cff84924c08c58c4c8614ee87f5c84762dec9aab02c6186a854b5894cf481a649b400563f770158bb97bd,0,4.0625,1.0,,12.0,5.0,9.0,2.9545454545454546,5.954545454545454,0.9770992366412212,0.0229007633587786,31.0,8.733333333333333,10.0,4.678571428571429,3.695652173913044,0.9058823529411764,0.0941176470588235,16.0,5.0,15.0,3.5416666666666665,6.071428571428571,0.6352941176470588,0.3647058823529411,40.0,13.076923076923077,21.0,6.538461538461538,4.904761904761905,0.9029126213592232,0.0970873786407767,14.0,7.357142857142857,12.0,4.681818181818182,15.0,1.0,,27.0,10.0,11.0,5.357142857142857,12.555555555555555,0.991150442477876,0.0088495575221238,33.0,15.066666666666666,18.0,8.071428571428571,9.352941176470589,0.9245283018867924,0.0754716981132075,49.0,12.23076923076923,22.0,5.888888888888889
260,260,5357c5fae59be0c68add5a17a5a5d2478d9ff5250550c2eafa769c2ffa711fcff8bc87f5a34cd2fd1da4b196c1bf7460809d0bf14201fb270bc2b839f3133b7c,0,6.583333333333333,0.9873417721518988,0.0126582278481012,24.0,9.294117647058824,14.0,5.642857142857143,11.26923076923077,0.9488054607508531,0.0511945392491467,60.0,19.53333333333333,24.0,10.10344827586207,15.23076923076923,0.8787878787878788,0.1212121212121212,32.0,12.375,22.0,6.6,13.826086956521738,0.8930817610062893,0.1069182389937107,47.0,21.2,23.0,10.6,10.962962962962964,0.9222972972972971,0.0777027027027027,53.0,21.142857142857142,27.0,9.548387096774194,9.52,0.953781512605042,0.0462184873949579,36.0,14.875,17.0,7.67741935483871,7.3478260869565215,1.0,,26.0,10.5625,17.0,6.5,4.823529411764706,1.0,,23.0,10.25,20.0,5.290322580645161
261,261,66fee5cabb9c2467d69b766b93a83746e611ddbd5689937f48a40f705fd3cbe4afaa4cf224d83ecadd5e654f06e49d20157e028dc3e24b27fe426e13cfb71765,0,5.02,0.9641434262948207,0.0358565737051792,44.0,16.733333333333334,34.0,8.096774193548388,6.096774193548387,0.91005291005291,0.0899470899470899,25.0,11.117647058823527,18.0,6.75,3.941176470588236,1.0,,9.0,4.466666666666667,6.0,3.0454545454545454,8.4375,0.8740740740740741,0.1259259259259259,19.0,7.5,22.0,5.1923076923076925,6.041666666666667,0.986206896551724,0.0137931034482758,25.0,9.666666666666666,17.0,5.37037037037037,5.366666666666666,0.9006211180124224,0.0993788819875776,35.0,9.470588235294118,12.0,5.551724137931035,15.166666666666666,0.9505494505494504,0.0494505494505494,29.0,12.133333333333333,13.0,6.7407407407407405,5.157894736842105,0.9183673469387756,0.0816326530612244,15.0,6.533333333333333,13.0,3.6296296296296298
262,262,7033b5c4fc039b391a01318c89449b1844af382e0a07b1a71d5843977b71d2d9a8aef40dea910baf02dcebba9603b3f9eaaaaa8a32f2c1e8b481bb38d14025ac,0,5.625,1.0,,13.0,6.428571428571429,16.0,4.5,5.368421052631579,1.0,,20.0,7.846153846153846,20.0,4.636363636363637,5.846153846153846,1.0,,12.0,5.066666666666666,12.0,3.04,10.1,1.0,,18.0,6.3125,14.0,4.208333333333333,6.0,1.0,,24.0,9.375,18.0,5.555555555555555,8.678571428571429,0.9958847736625516,0.0041152263374485,55.0,13.5,65.0,8.379310344827585,9.615384615384617,1.0,,25.0,8.333333333333334,18.0,4.807692307692308,7.733333333333333,1.0,,25.0,7.25,14.0,4.64
263,263,063d2df61a002df0ac884524b1e919e1f9591ce756dc953824c80c30133a921323bb5adebe90acdaa1bd865d9da9d756d46b42e38bcd6d0b938f0795713f7bee,0,5.5,1.0,,12.0,4.714285714285714,5.0,2.357142857142857,6.125,1.0,,9.0,6.125,8.0,3.769230769230769,3.363636363636364,1.0,,8.0,5.285714285714286,11.0,3.363636363636364,12.0,1.0,,13.0,7.5,9.0,4.615384615384615,5.833333333333333,1.0,,7.0,4.375,7.0,3.5,24.33333333333333,1.0,,28.0,9.733333333333333,15.0,5.615384615384615,30.2,1.0,,17.0,9.4375,29.0,5.807692307692308,15.8,1.0,,11.0,5.642857142857143,8.0,3.590909090909091
264,264,05b14594c2dfe7cecbf8b8e87220e92b8e7d7cfd81a9483262eea5d3347a314a154ab2902a7becb8b7657ef6171a9a6c095f2529e17eaced79c1b3f87ffb9dff,1,3.670157068062827,0.971469329529244,0.028530670470756,83.0,30.47826086956522,69.0,22.61290322580645,5.0510948905109485,0.9653179190751444,0.0346820809248554,91.0,38.44444444444444,71.0,23.066666666666663,4.842424242424243,0.967459324155194,0.032540675844806,104.0,36.31818181818182,58.0,25.774193548387096,4.023952095808383,0.9479166666666666,0.0520833333333333,88.0,28.0,49.0,22.4,2.895833333333333,0.9982014388489208,0.0017985611510791,81.0,27.8,35.0,17.93548387096774,3.251012145748988,0.9937733499377336,0.0062266500622665,169.0,36.5,144.0,25.90322580645161,5.777777777777778,0.9871794871794872,0.0128205128205128,111.0,44.57142857142857,84.0,32.27586206896552,5.6440677966101696,0.996996996996997,0.003003003003003,126.0,41.625,74.0,32.225806451612904
265,265,ecd36caba0b43bb41d1c5fed73dc10a9068fcc727c74ecce8ebff7ae8d600315f0cec44f469bd6c7a7960746f4e6833cc4cbc7f0f54688e7659c59bb77bf5fca,0,7.333333333333333,1.0,,41.0,11.0,12.0,5.310344827586207,6.681818181818182,1.0,,32.0,9.1875,15.0,5.444444444444445,3.3846153846153846,1.0,,13.0,5.866666666666666,9.0,4.190476190476191,4.222222222222222,1.0,,17.0,5.428571428571429,9.0,3.619047619047619,4.307692307692308,0.9821428571428572,0.0178571428571428,22.0,7.466666666666667,11.0,4.307692307692308,7.695652173913044,1.0,,20.0,9.833333333333334,19.0,6.321428571428571,9.06896551724138,1.0,,49.0,16.4375,18.0,9.06896551724138,5.0,1.0,,18.0,8.214285714285714,16.0,3.7096774193548394
266,266,8e577565a2b90abbbc3fe243a3882d2079ce95a811cdf7233c08f6e0ba7402c926d88a364b851c1fac921ff5f48c8e16dc904fca68ecc3890c2b6a9ad61a3d7c,0,5.351351351351352,1.0,,44.0,12.375,19.0,7.071428571428571,3.6666666666666665,1.0,,17.0,8.642857142857142,21.0,4.84,5.529411764705882,1.0,,35.0,11.75,19.0,6.482758620689655,4.17948717948718,1.0,,37.0,11.642857142857142,20.0,6.269230769230769,3.672413793103448,1.0,,35.0,13.3125,26.0,6.870967741935484,5.208333333333333,1.0,,17.0,8.928571428571429,11.0,4.807692307692308,6.56,1.0,,29.0,9.647058823529411,16.0,6.074074074074074,4.121951219512195,1.0,,21.0,10.5625,14.0,5.827586206896552
267,267,d29e7ea3fc96708150553d70cb8dd5e0ca75158e97ba75764fec68d7cfcc42200ccc3b89de654eabdbe6662b1dedd952d94e28a303977afcd3b8d5ad4b612094,1,,,,,,,,,,,,,,,6.4,1.0,,13.0,5.333333333333333,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,268,44c18f64e539ff65c56fb36bcf07f6ba8f9bbe8fa0f120787a18af4fe175d0b9f239b074ba5f7cdc81045e1f8b010f008701a6d8823eed26df90ac902862293d,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,,53.0,13.333333333333334,39.0,20.0,41.57142857142857,0.9965635738831616,0.0034364261168384,209.0,32.333333333333336,60.0,20.06896551724138,9.866666666666667,0.9898648648648648,0.0101351351351351,55.0,17.41176470588235,30.0,10.20689655172414,15.205882352941176,0.9941972920696324,0.0058027079303675,81.0,28.72222222222222,67.0,16.677419354838708
269,269,05fc7007737b017038133418e1fc0071525ee4bc84c9c4f9342784fbc25cda4310d4edb217f6447880839028efe304b171731cdfbce214235a16c56528465152,0,6.2727272727272725,1.0,,33.0,9.857142857142858,45.0,13.8,6.444444444444445,0.9827586206896552,0.0172413793103448,21.0,7.25,13.0,4.833333333333333,5.857142857142857,1.0,,31.0,10.25,20.0,5.857142857142857,9.5,1.0,,13.0,6.333333333333333,10.0,3.3529411764705883,14.25,0.9912280701754386,0.0087719298245614,21.0,10.363636363636363,24.0,6.333333333333333,21.571428571428573,1.0,,42.0,10.785714285714286,36.0,6.565217391304348,15.0,1.0,,22.0,8.0,28.0,4.285714285714286,19.75,1.0,,23.0,11.285714285714286,19.0,6.076923076923077
270,270,782818f4e98979159f902b6dcabe980b2f0d53b6387505604421aedb8410a92284edaa84ccf5d5a0fe6323315bac05dc06f5c822223ff1a18c6cc34f8ecfa2ee,0,7.125,0.9824561403508772,0.0175438596491228,11.0,5.181818181818182,6.0,2.7142857142857144,11.25,1.0,,14.0,4.5,8.0,3.4615384615384617,6.166666666666667,1.0,,9.0,4.111111111111111,8.0,3.083333333333333,6.75,1.0,,9.0,4.5,6.0,3.0,13.0,1.0,,8.0,3.9,5.0,3.0,10.285714285714286,0.9861111111111112,0.0138888888888888,15.0,8.0,10.0,3.272727272727273,21.83333333333333,1.0,,26.0,9.357142857142858,14.0,4.517241379310345,14.8,1.0,,11.0,6.166666666666667,9.0,2.96
