number,address,length1,weight1,count1,looped1,neighbors1,income1,length2,weight2,count2,looped2,neighbors2,income2,length3,weight3,count3,looped3,neighbors3,income3,label
5056,1QHQu1Y6nVjsFG6QgzoiUDP2sSw3a1RpbY,120,3.5527136788005e-15,1,0,2,217585820.0,0,0.5,1,0,1,673550908.0,0,0.5,1,0,2,365163228.0,0
5057,1EYWD5oiycPHd3RV2dmdbP4D5nMn4Lcuhk,16,0.015625,1,0,1,51000000.0,14,0.130208333333333,50,0,1,51000000.0,42,7.80278986150568e-06,45,0,1,50000000.0,0
5058,1Q42k5d1sWkVgKoEwRp3fobt4t4USXvGkZ,144,5.3959222036707,1543,5,6,5474670000.0,144,1.37500583572731,3468,3288,8,3094640000.0,10,0.500730994152047,2,0,2,99990000.0,0
5059,1E5mBCLnCjUNSMBAzToF25dbXtxgV8N7pS,2,0.116292735042735,3,0,3,300000000.0,4,0.0083333333333333,1,0,1,37445255.0,2,0.0392156862745098,2,0,1,114589625.0,0
5060,13u6LyiA3J68MvQ4PMHVWS8VGsHHsMw18G,28,0.156494140625,4,0,1,1000000000.0,34,0.0001220703125,1,0,1,297409792.0,2,0.25,1,0,1,301808905.0,0
5061,1CVXMj7bHuxWaLaffUJ8zmefMmdVJicLzG,6,2.00190476190476,7,0,1,7999750000.0,2,1.0,2,0,1,4999950000.0,0,1.0,1,0,1,2999950000.0,0
5062,1HnaPWbJXJhAdZmZcTTefmKn1BGZ1o1L8S,144,5.04995085174737,4051,3746,8,45410496059.0,144,1.70200333387796,5292,3158,8,23119750702.0,144,5.41225015668685,6978,4072,4,17040600000.0,0
5063,3Q9ovFSZ77r4UPfDNdCyJqaQznmzxWxDGU,0,0.5,1,0,1,800000000000.0,144,8.02799677304929,3121,3043,8,567415610932.0,144,1.05114709375062,1983,2,3,89336071634.0,0
5064,1N5d9jLABYikYv6bDDVkVarGbu6z24M9AB,2,0.25,1,0,2,197161201.0,12,0.0364583333333333,3,0,1,80690000.0,42,0.439478610176936,42,0,1,537840000.0,0
5065,1A7uKi9Q2YR1jbGUcVjAKNpqkdQnHxVWhF,144,0.760665548546871,1976,1966,4,1460980000.0,144,0.536903669120654,1916,1123,1,2163616074.0,144,0.941428879993107,1891,1653,4,876854780.0,0
5066,1CoNKPqqHqW6Y3ozwFMLPENDVj1oGa38Fh,4,0.0241545893719807,14,0,1,101852613.0,10,0.015625,1,0,2,929550000.0,2,1.0,1,0,1,130000000.0,0
5067,1G39FXjDst6a1UHdDikbxmoYGjw1qcYxR,4,5.0,5,5,6,5834000000.0,2,1.0,1,0,1,497000000.0,2,1.0,1,0,1,799000000.0,0
5068,1EbNPFMzC2TkEr5QRow3CPTnGVjiC3Gdxz,0,1.0,1,0,1,394990000.0,144,0.0002893553856962,1487,0,1,449990000.0,144,0.000461063513618,2308,0,1,706990000.0,0
5069,1PRFR1eWcpt5mj2p4adTeb6Cj8Fzb1zYxK,34,3.0517578125e-05,1,0,1,34500000.0,144,0.0868241898670254,2306,1170,3,3160872000.0,0,1.0,1,0,1,90554663.0,0
5070,1KLvRLiEgSDbriA2s62zBMw1yPidpWFPr8,0,0.45,2,0,4,105875000.0,144,0.108932199298591,2988,1019,1,173196667.0,6,0.525,3,3,2,330866000.0,0
5071,1Maq9Gqd3e5XLVVS2YRsVaEMpYfzRnR35B,134,0.130171783310306,6006,1,2,103610920.0,0,0.111111111111111,1,0,1,52238321.0,0,1.0,1,0,1,268450779.0,0
5072,3Grw4vp9HD5yrT5zMtSELEbiNSuTXBSS6f,0,1.0,1,0,1,52436460.0,6,3.5,3,3,10,1697206987.0,0,3.0,4,0,5,199422377.0,0
5073,1DwtM8zjyE8PVRBU28Ru4FpJUH5QQy9Ww2,2,2.0,1,1,3,115423708.0,4,0.5,1,0,2,33000000.0,10,0.0625,1,0,2,49000000.0,0
5074,1MeenhanTiLkFeBfm5cZVHT7or6cDhCYD8,6,0.0369043575439187,41,37,1,188000000.0,4,0.0591133004926108,23,23,1,105000000.0,8,0.0033171365699579,36,0,1,108000000.0,0
5075,17pU2BPwnNSdKakWbaBBrGC4XQqwdbxYH9,0,1.0,1,0,2,61914735.0,144,0.0122887096947412,4322,2910,1,44415616.0,144,1.31250004188441,9277,1,4,139000000.0,0
5076,18bwzXqwh16ZfvJJwwYJp1FE71mZeXJY9A,4,0.0385208118335054,46,0,2,1006000000.0,2,0.0486986986986987,40,0,3,876000000.0,2,0.135615079365079,39,0,1,1005000000.0,0
5077,1KATEnroBm7AN8CU2nKWbR1dXpkRofFFT6,0,1.0,2,0,2,855071400.0,0,0.5,1,0,1,503643800.0,0,0.5,1,0,1,274732900.0,0
5078,165oSMmZ377BQt9RKhd1i5StYQ3pdbBrrc,0,1.0,1,0,1,200000000.0,24,9.64506172839506e-05,1,0,1,84000000.0,2,0.166666666666667,2,0,1,83000000.0,0
5079,17VUBbZRrM4AuS8LPxZYDM6Mw75LjYvQE4,144,0.293444665490897,5445,1821,2,176513229.0,144,0.757503818213311,7043,0,1,34051796.0,0,1.0,1,0,1,163253322.0,0
5080,1KQrZYBMxzWV3i9ZttFRACczMRz43CGkkt,144,0.107953901940852,5203,1643,1,41252413.0,144,0.0448937349459607,7914,0,1,221479096.0,2,0.166666666666667,1,0,1,135417869.0,0
5081,1K2pEZGpHTWJ9c7aUAgydrJRZ5UL8qm6ca,6,0.0082825787519463,2,0,2,246614103.0,0,0.0125,1,0,1,34403676.0,2,0.0070422535211267,2,0,1,46877835.0,0
5082,1B92jmhBQ8o2APJdZTqiQUR7s9ewm6qKAs,140,0.0034308597484147,2191,2191,2,1299900000.0,144,0.123086565190769,1789,0,1,31500001.0,18,0.0979879712301587,9,9,2,101250004.0,0
5083,3Ecaf72jgcv6n6ASLnfX3uCb5fQG7s8kU5,144,3.8883711604868,2977,2670,13,4019858341.0,144,4.89302545604476,7622,1,6,452360423.0,6,1.375,3,1,4,272343391.0,0
5084,13GUrWPz8dkPckXNBRcEsccmeLqZdmJhJw,144,0.101982077036857,7937,1,4,202882433.0,4,0.241666666666667,2,0,4,125243175.0,18,0.4,2,0,4,124046078.0,0
5085,1MYExFR5eM9XUgQ22oSPfEozxGyAoHssLy,0,1.5,2,0,3,169900000.0,62,5.96046447753906e-08,1,0,2,54650000.0,16,0.00390625,1,0,2,64450000.0,0
5086,1Cfm4jCqENDKSnvcPJK51fV8NNziCxYrnY,144,0.500174482022688,5049,2780,1,50000000.0,2,2.25,2,2,3,414859255.0,0,1.0,1,0,2,34146420.0,0
5087,1D5sVy1tASz6ZDwsd8PSjF9SqHpfKEDjx3,2,0.0005186721991701,1,0,2,33606404.0,2,0.0005154639175257,1,0,2,31352392.0,2,0.000484496124031,1,0,2,30661215.0,0
5088,1C7s7ktE2g8pPoGZWxyHUtguXUSgSnnVs6,2,0.0007199424046076,1,0,2,46858772.0,2,0.0007407407407407,1,0,2,51254673.0,2,0.0004480286738351,1,0,2,48594603.0,0
5089,16m2vu6HMioawpnts6dWctKBkZtb7QynBs,0,0.5,1,0,1,100000000.0,0,0.5,1,0,1,50000000.0,0,0.5,1,0,1,100000000.0,0
5090,1Pu8VuEUcBzkWJBnMwaS6ryAhuAGh7ykFy,0,0.5,1,0,2,31274000.0,144,0.583621481417774,1082,0,2,120000000.0,0,0.5,1,0,2,220000000.0,0
5091,1CbJA23KFJNgti2dB2XquiLgimVGFkX7PH,4,0.125,1,0,2,300000000.0,24,0.0009765625,1,0,2,84000000.0,6,0.125,1,0,1,297000000.0,0
5092,14kVuk3fNb49ubxRUfJA57smYoayRBBgDq,6,0.125,1,0,1,257734436.0,2,0.25,1,0,1,54941498.0,2,1.75,3,0,4,119607375.0,0
5093,12cKoxkr4sgHxbYCSHpCTc9carzToB4CDC,0,1.0,1,0,2,134264980.0,4,0.625,1,1,4,2000000000.0,4,0.125,1,0,2,1000000000.0,0
5094,1JA4wZY8JjAuvHAo3ZFJz3RP867eQQJ573,2,1.0,1,0,1,78756080.0,2,0.75,1,1,3,800186173.0,0,0.5,1,0,2,41970956.0,0
5095,3FQ19swBQNAd8sd8macQSEYp1Uu6PkDh3N,0,0.0135135135135135,1,0,1,42654515.0,0,0.0128205128205128,1,0,1,39485109.0,0,0.0125,1,0,1,35135679.0,0
5096,3Cq7ChZ5Jzt91FEU17S59fjpmbnhzvNTTv,144,0.416877223714988,3660,0,1,99960000.0,0,1.0,1,0,1,41299998.0,144,0.0490907453968759,8746,0,1,100000000.0,0
5097,1CeAaYzawdeiAAy7TYXDpBN2PGY18Vxvc4,2,0.0179407176287051,49,0,2,30000000.0,2,0.0143280632411067,45,0,1,30000000.0,2,0.0125231910946197,42,0,1,30000000.0,0
5098,12t6JhpRu5t5YHxjfampJxe9vD98WuSSnW,2,0.015661938534279,60,0,1,500000000.0,2,0.0091792656587473,34,0,1,500000000.0,2,0.0110677083333333,26,0,1,600000000.0,0
5099,162ahuNdJf226XvRxaun4szZhKzDcuDgX4,36,8.71930803571429e-06,1,0,1,43049417.0,2,0.0625,1,0,1,100000000.0,6,0.0138888888888889,1,0,1,54157370.0,0
5100,1BdosYxH3pZqs25ynnB94617JV2jMKe41v,0,0.5,1,0,2,3288299518.0,14,0.0182291666666667,7,0,2,1899000000.0,2,0.25,1,0,2,417000000.0,0
5101,1CrcDZ9PpDv3W4pvSnHKE1WGYbFQsGGHa9,2,2.0,1,1,2,294739050.0,0,0.5,1,0,1,1745200000.0,8,2.921875,3,3,7,13783823491.0,0
5102,1NiUi2c8EUtuA7q6i62PzVYmqCbj3kSXsD,144,0.0443981936341855,1472,0,1,32500000.0,0,1.0,1,0,1,164865816.0,4,0.025,1,0,2,49900000.0,0
5103,1NQMcZBrRbtChZWJoDaYoaMXRiUrheHY3r,0,0.5,1,0,1,34970000.0,2,0.75,1,1,3,18772910000.0,0,1.0,1,0,1,6160940000.0,0
5104,1AU9b6oJCZ3GyQYkK4JmdTqo627gaC6MtT,18,0.0002790178571428,1,0,2,30043368.0,144,0.0261115102171137,1108,832,2,72777223.0,2,0.0277777777777778,1,0,1,150677539.0,0
5105,14Tw5mLtEcPRkNKaiUeiKKm7MLR1mJ82H9,64,0.14062511920929,9,0,4,398320320.0,122,0.175033867363716,16,16,11,514677679.0,120,0.565632311511339,13,12,10,487872604.0,0
5106,1CHPC7ZAdoRstugb5ozkcemTYEg2NZdiQa,40,4.09208745104725,82,63,10,30003982000.0,4,7.91666666666667,15,0,15,26981331000.0,4,5.27308802308802,81,0,9,18830744200.0,0
5107,1QHxKFoWKVCipdfU6Xhe3tMiZ8NnzpZPB9,144,0.0497375515051286,4238,0,2,109713013.0,12,0.053125,2,0,2,55226582.0,18,1.25200320512821e-06,1,0,2,47528517.0,0
5108,1Ao18Kb4t6BvBuWSHZQJzPzeCG99v4dwG8,144,0.0984556083995921,1811,0,1,289883473.0,144,0.131707472047897,2336,734,2,675211245.0,144,0.0100296781298592,2861,0,1,309089639.0,0
5109,18VB5N6BuwFwQivbMLFBZkRDZAAKQ7yCXo,144,30.0315924092001,1593,1593,188,7090478232.0,144,15.7025025715481,1813,1813,111,5319710924.0,2,3.80952380952381,2,2,23,1507186111.0,0
5110,12VD456D5xaRF3U8rmYYCQ9t53khP7c2fv,144,1.83027308752544,6299,6299,6,479500000.0,144,0.143131313138949,4349,1,3,239800000.0,144,0.0829035196763527,5737,3509,2,149900000.0,0
5111,16Qt9zDxmxXw8yQZDTapQYuy3gWJpXHoVZ,8,0.346354166666667,3,0,3,139752829.0,16,0.112165178571429,3,0,3,110298772.0,0,0.5,1,0,1,31493727.0,0
5112,19Ws1eziQdEMG94DpABnypHmJbgdkUe9aa,2,0.2,1,0,1,33280000.0,0,0.5,1,0,2,36008140.0,2,0.266666666666667,4,0,1,46926290.0,0
5113,1Q4zYTrswP1FnRehMztucfbYEGPusWy8az,14,1.37890625,5,0,7,3951650000.0,128,13.4527755972453,2166,2156,3,7833342493.0,144,12.2153406420627,1203,1192,3,45161769668.0,0
5114,3Pbx6TdgPKTHTVx6zwTJjFCcEBhkzaykbw,2,3.0,2,2,3,584647240.0,2,4.0,2,2,25,11684470142.0,2,2.0,1,1,9,4096424713.0,0
5115,1DLrsmWPxps1yQ94vDxD2yGWBSu4tCMDQ1,0,2.0,2,0,2,646355100.0,116,2.9103830456733697e-11,1,0,1,49451200.0,4,2.02941176470588,3,0,3,816968600.0,0
5116,1LMSXcaw3mdMtuEduwFwtaABAYghNB9J6w,16,0.0324074074074074,28,0,2,100000000.0,16,0.0159722222222222,46,0,2,189000000.0,18,0.00390625,40,0,2,301000000.0,0
5117,1EScB6WzkeDVUZwLSsAHxUNuRr8jN38MLm,4,0.0509259259259259,2,0,2,272484696.0,2,0.0049019607843137,1,0,1,179033231.0,0,0.0526315789473684,1,0,1,175557312.0,0
5118,1ChenauwCKDboaUoTrUpiHy6BDdPfoPUR6,0,1.0,1,0,1,37399035.0,14,0.12109375,5,0,1,52380000.0,8,0.125,1,0,1,90888000.0,0
5119,12TSVBqEHXHmo58TFtsGAQ2SKt4hbPfVLf,8,0.0625,1,0,1,60000000.0,12,0.0799698795180721,46,0,2,94000000.0,36,0.00390625,1,0,1,303000000.0,0
5120,1499Nvmx1wNeZ16xDUhkbvpffcTpxVy1iv,0,2.0,2,0,2,105595420.0,0,1.0,1,0,1,106000000.0,2,0.5,1,0,1,192000000.0,0
5121,1K4Zv4CmCv9ERu9ZAEgg9huUMa6JLyue1s,4,0.322567783094098,47,0,4,524000000.0,6,0.151511287909697,46,46,2,101000000.0,72,1.00377337510387,44,44,2,1000000000.0,0
5122,1JSpwtjaPDLDTMZgt5Hx4Qn5nG8RGSTGX,0,1.5,2,0,3,1152900000.0,144,0.630567280912381,7305,1,3,940000000.0,0,1.0,1,0,1,100000000.0,0
5123,19CmMDwXRPg4U7DPp9s3wrUYRftYf2bngD,4,0.5,1,0,2,52900000.0,144,0.069485317521541,366,0,2,303380000.0,0,0.5,1,0,1,998900000.0,0
5124,152Mbte8v45bCWZ9BYSmrYPSmVzRL4LfJQ,4,0.375,2,0,2,3536822999.0,4,0.5,1,0,2,3526110000.0,0,0.5,1,0,2,585466000.0,0
5125,17gyK3zyx7yLfxzWQ1hZ4LstLPCW7pL7mP,0,0.5,1,0,1,1890000000.0,0,0.5,1,0,1,2490000000.0,0,1.0,1,0,2,5115000000.0,0
5126,1NYt1wKP6mge1SZ8uXKiRfHvvhw5jWu6r5,30,0.464943634125378,52,0,1,54550910.0,144,1.20951774691358,1513,1,4,148322250.0,138,2.8421709430404e-14,1,0,2,71100323.0,0
5127,1HByQJZVq5C2G8xeGmw2uGNiyyY3VKMSgn,0,0.5,1,0,2,1900000000.0,0,0.5,1,0,2,1193400000.0,14,0.28515625,3,0,2,497300000.0,0
5128,1dice2pxmRZrtqBVzixvWnxsMa7wN2GCK,142,2.69499220740702e-11,1207,0,2,50000000.0,144,0.0274500079165781,2267,0,2,30000000.0,124,0.0757575757575757,3383,3383,6,250000000.0,0
5129,19sBht6wNPJDvcjB3jUiXua8fVdermZsj5,142,0.0438701923076945,25,0,2,1212217247.0,0,0.5,1,0,1,634438271.0,2,1.0,1,0,2,99884397.0,0
5130,15viABvjWxJtRxcvyXLahUJTw3imue8q2H,0,1.0,1,0,2,37979491.0,18,0.0416666666666667,1,0,1,31861198.0,0,1.0,1,0,2,31391462.0,0
5131,1C44xPGTQcKE6wBLMviC22z5uaPVbGKKQV,0,1.0,1,0,1,32379725.0,144,0.0107117096843649,322,166,2,221576886.0,34,3.0517578125e-05,1,0,2,59500000.0,0
5132,1Gz72nPhSYKhwuT5o7kCMHmj41Ney7SuNz,4,1.0,1,0,2,1890769161.0,144,0.223041835614155,1145,0,2,303944301.0,144,2.34259532239082,6489,6489,2,363782280.0,0
5133,1AVrz1Jk6uQkRFbiQNLYkbEe3gkmRR8rEX,0,1.0,1,0,1,1526004387.0,144,0.767160747229958,1600,0,1,60000000.0,28,0.635945638020833,12,0,2,93000000.0,0
5134,1GPht3E7b8rrUKEBqgi5p3pqAMvgGK37et,144,0.533121549953991,3772,3767,4,300000000.0,0,0.5,1,0,2,3000000000.0,0,0.5,1,0,2,2500000000.0,0
5135,12jNuHAHWJtgM5zxCnDfw6mUADZUCT9zyF,4,0.75,1,1,5,12465468000.0,18,0.28125,2,0,2,120744705.0,0,1.0,1,0,2,198786545.0,0
5136,1CDVendDDRyzJZSZuw9V7goxCoU3PfdzEj,0,1.0,1,0,1,34517960.0,2,2.0,1,1,2,67950710.0,0,1.0,1,0,1,31088996.0,0
5137,1ChzSXxWHJBztZ5F8bm3Qzp8aAQkdACEm1,0,1.0,1,0,2,99000000.0,142,0.37890625,6,6,3,132500000.0,2,0.5,1,0,2,106100000.0,1
5138,1HAqxJaA9ZBwFUzLZKMyxwAv7rfj9uN9n5,12,0.195337301587302,3,1,3,832232156.0,144,0.0018829972375722,615,0,1,269810000.0,0,0.0034364261168384,1,0,1,47640000.0,0
5139,13zDFASHtdqmWpo5ZNHVKRPqr3X6NsyhcW,144,0.0351970382301865,1078,0,1,2990500000.0,144,0.78002258740481,2160,1,2,299874581.0,4,0.625,3,0,2,653857980.0,0
5140,1GCHjUCNMJQ35TaVogfywWYZ9WfZe9YWPD,0,0.5,1,0,1,70700000.0,0,1.0,1,0,2,62082440.0,0,1.0,1,0,1,30108462.0,0
5141,13uevDymZrTX4euNZcpv6e4ggig55fLgTS,20,0.273016950155108,13,0,1,3004304318.0,0,0.5,1,0,2,2125291280.0,2,0.5,1,0,1,4084278634.0,0
5142,38k9mbo8ZQBCbdgKdi7wKA9Taj46zgQNkB,2,1.57142857142857,4,0,4,467000000.0,2,0.0159574468085106,3,0,2,220000000.0,2,0.0199579831932773,2,0,1,250000000.0,0
5143,15rfmvZWE31qSc94yqjLSzeFsyxE5eG7ZF,4,0.0170755968169761,58,0,2,49500000.0,0,1.0,1,0,2,51000000.0,4,0.0230646871686108,47,0,2,203000000.0,0
5144,1MN14LYCoth1F393VXSLy6S4ZG8RoKtdJU,144,0.0287166914952511,2142,0,2,46830000.0,144,0.0314406615481545,3732,0,2,32452791.0,144,0.13020835048327,5117,0,2,132617230.0,0
5145,1GzVZrMer4ZJnuLogm7F6uYrQ34n79hk9c,0,0.5,1,0,1,46569535.0,4,0.125,1,0,1,130215848.0,0,0.5,1,0,1,146641135.0,0
5146,12jj2BjX98k8vyic8LHBuiNi72FXKLBFvQ,22,0.125,1,0,2,34773938.0,78,0.015625,1,0,2,45228197.0,20,0.1,1,0,2,43692917.0,0
5147,19YVKCETP8yHX2m2VbEByVgWgJUAZd5tnS,142,0.550400903329023,11065,11065,4,2590000000.0,144,0.254787342287342,5803,10,8,4014100000.0,144,0.787152777777778,3766,2,3,3200000000.0,0
5148,1FHD27Y27Af6CxudDQA4Ny7Q68Pvn1xSqu,0,0.5,1,0,2,3000000000.0,0,0.5,1,0,1,500000000.0,4,1.625,2,2,4,2000000000.0,0
5149,14pHZn6FB7Bi94sDMK1cw2dEys6iuJx2FM,12,0.125,1,0,1,42650000.0,0,1.0,1,0,1,51630000.0,0,2.0,2,0,2,242800000.0,0
5150,1PfQLF6NEqf1tsGCfNtcU1YEfaip2ufzYz,0,0.5,1,0,2,1500000000.0,0,0.5,1,0,1,6100000000.0,6,0.75,2,0,2,1600000000.0,0
5151,1Q9Z8xoVo4Ei6X3XfAMxgdZAidzSwJyw5k,0,0.5,1,0,2,1443960000.0,2,0.25,1,0,2,1024590000.0,2,0.25,1,0,1,1217040000.0,0
5152,1AtoWwwunjnDxbGCL6sGWLMRjNmcsRTZ8E,0,1.0,1,0,2,500000000.0,4,0.375,1,1,3,1000000000.0,0,1.0,1,0,2,100000000.0,0
5153,1HGjF5rpgyzoQk38WhEsk6whYAdkCkKYYu,8,1.25,3,0,4,500000000.0,44,0.75000114440918,8,0,1,200000000.0,140,2.17946195059173,4470,4,4,400000000.0,0
5154,1NnGQYwRGsnHK4pQepMAQYETBVBgTB68B9,2,1.5,1,1,2,276717000.0,2,0.75,1,1,3,519931874.0,0,1.0,1,0,1,247996385.0,0
5155,1FhS4QeRrxoHA1aVUqZgdqj4rbdwBKjK9L,0,0.142857142857143,1,0,1,43261600.0,0,0.25,1,0,1,37236300.0,0,0.5,1,0,1,32178200.0,0
5156,1PEWfaMkn6qPvsqXoJBXs2rZ34zVZkma1G,144,1.50000817708413,6035,5510,8,417962600.0,144,2.96030719498217,4189,3463,10,436400000.0,144,3.8005868060498,3358,3357,5,160900000.0,0
5157,3AuLahhMCGP8LWjkdSYp6sfxHagmacwJnz,0,0.125,1,0,1,177443600.0,144,2.65721856603877,5470,5470,4,580804913.0,0,0.5,1,0,2,53313187.0,0
5158,194rs1Gsauun4BpHof38JUU8iwgw1Emd9U,2,2.0,1,1,2,172000000.0,140,0.0301621148847282,181,0,1,300000000.0,0,1.0,1,0,1,33817987.0,0
5159,1ES1aBjpGfnL9xjfjKydFkh35HtxkmpXEp,0,0.5,1,0,1,739390000.0,0,1.0,1,0,1,86050000.0,104,0.191429138183636,4,4,2,491570000.0,0
5160,1FiR4SevUkZ8BKnQQ8AFbyPvDYebZjKAK,0,0.5,1,0,2,1000000000.0,108,0.132204861111686,17,0,1,200000000.0,144,0.391939552739125,1455,0,1,400000000.0,0
5161,1FSm36oTK8JD3nEiAiyc9zj5kRKLkEkCpu,0,0.0263157894736842,1,0,2,102000000.0,2,0.0714285714285714,19,0,2,105000000.0,2,0.0543874617696862,21,0,1,100000000.0,0
5162,1PEihastdXgjH3XUE2Vmy5JRAddGGpnkic,14,0.504375,3,0,1,1641000000.0,6,0.125,1,0,1,2230000000.0,88,0.250000000000006,2,0,1,2231000000.0,0
5163,1ACrhESxYgC6BuHVAXm67xMjVSMjU5YdnA,34,0.001953125,1,0,1,215000000.0,18,0.0320723684210526,39,0,1,138000000.0,2,0.0143280632411067,45,0,1,124000000.0,0
5164,187jFaXq1ciaZWUKgqDGij3xiZ9rMU5U6D,144,0.000435861732102,3124,0,2,580819136.0,144,0.551125874029075,2986,0,2,113377197.0,144,0.255210881950933,3953,0,2,32299465.0,0
5165,1PCkE2NaHQdkBBGqn4xsCVnT8vDew9HYjQ,0,0.5,1,0,1,35000000000.0,12,0.0202003023431595,7,0,1,39069494.0,0,0.166666666666667,1,0,1,33726052.0,0
5166,1Ld1m8UpSnyrVeEkifGkcwZ2BPy4zixF9Z,34,0.00445556640625,3,3,3,200000000.0,28,0.0078125,1,0,1,200000000.0,96,1.01327896118164e-06,2,0,2,238347076.0,0
5167,1JW8J8pDvMQuK8xc8G5SbZc6fw136kXcE3,8,34.625,24,24,17,42130103653.0,8,12.1818181818182,17,4,15,91752461781.0,0,0.5,1,0,1,46303916618.0,0
5168,1HiQxSZZ8LD7xAPpYfqWyRmpgV1WMPUUEJ,0,1.0,1,0,2,120000000.0,144,0.339778472556312,5481,0,1,120000000.0,0,1.0,1,0,2,120000000.0,1
5169,19v3sZyvDwDGJnRpJsRq8jafmNWt2e5TbZ,2,2.0,1,1,3,460062918.0,2,2.0,1,1,2,219081366.0,2,2.0,1,1,5,467465640.0,0
5170,16yTV5SQnJ3tufsXsLLzUzbET8yW69m76e,34,0.0001220703125,2,0,2,52393442.0,28,0.28515625,1,1,3,222867280.0,34,0.001953125,1,0,1,84576727.0,0
5171,1K1semgJgMZJwp1fbjSggF4Ad52xT82pxc,2,0.214285714285714,3,0,2,196566636.0,2,1.10416666666667,4,0,2,155533146.0,6,5.33333333333333,4,4,4,235840356.0,0
5172,1LWRTnSACNNxjTvF1WuvKSkzrYKL1dgijQ,2,0.0111111111111111,1,0,1,1148114779.0,0,0.0217391304347826,1,0,1,940439109.0,2,0.0116279069767442,1,0,1,1376989227.0,0
5173,17qfDPCqpQUG6hHpjARp64fGdY527hmXdX,26,0.0009765625,1,0,1,36000000.0,26,0.0163871951219512,43,0,1,30000000.0,46,3.0517578125e-05,1,0,1,30000000.0,0
5174,13RSuhvWUyinoiRpfVJVcmqzMPbbgZ7GMP,0,0.067816091954023,2,0,2,73354661.0,2,0.0313294232649071,2,1,2,62209660.0,2,0.0237054263565891,3,1,2,68842052.0,0
5175,12Ceka3AUArGCijiZQ6teCJ9tvPWoA4tTH,144,8.93413774572458,2006,1768,85,7264958593.0,144,10.7151943266218,1722,1645,85,7615868601.0,144,12.8955653475183,4730,4500,79,5108669960.0,0
5176,196GXKx5gq4T1ELvqCu9UuHt3mY9zo2rHN,144,0.0300466059654788,1265,797,4,606200000.0,142,0.0004114861325011,95,0,2,33040000.0,10,0.03125,1,0,1,39090000.0,0
5177,3Q3ayNrWpGaBnmvR2U7iapznB3TTgYp1qR,0,1.0,1,0,1,38000000.0,0,0.5,1,0,1,95160155.0,122,1.35413219667804,6363,0,1,120000000.0,0
5178,12qednMNo9rAHfLdR8VN5TnHLyzNVh8CQ7,2,0.5,1,0,1,477400000.0,0,0.5,1,0,2,3515417400.0,0,0.5,1,0,1,1176389000.0,0
5179,1XVnaf6gUmbSi12Qd6jWLqG6wqqp5LV98,2,1.0,2,0,2,262000000.0,0,1.0,1,0,2,145244026.0,0,1.0,1,0,2,99950000.0,0
5180,18ZCLBXyFXLk9SL53Y1E73hb1xhJPYVV1d,0,0.5,1,0,1,60098330.0,4,1.1,2,0,2,545691000.0,0,1.0,2,0,2,122206830.0,0
5181,1H7BLPzt9qznfzh7Yy4btcBmgJ2TMa5eRV,6,0.0149079106280193,34,0,1,39882579.0,86,1.19209289550781e-07,1,0,1,142870020.0,0,1.0,1,0,2,44653988.0,1
5182,13Ft98Qu1AdX6wdrA1nGV5CenhDhYfZSEr,12,0.0078125,1,0,1,898000000.0,4,0.428571428571428,7,0,1,43000000.0,144,0.0333153807066967,1765,0,1,268000000.0,0
5183,14veLnsFsM86c2E94uxkAnHtcvb7dB3sYQ,10,1.3203125,4,3,17,3300000000.0,2,0.5,1,0,2,200000000.0,2,0.25,1,0,2,299900000.0,0
5184,1BXphEmt5WxuobBkqiBjwzzQWYH9CkXXp5,0,1.0,1,0,2,148000000.0,2,0.0483870967741935,2,2,2,71600000.0,98,0.149799242623652,86,0,1,71200000.0,0
5185,1AZ72Qhdkb2ouEakkyFZJwu7tBbyX1uRSx,144,0.544774273599042,451,393,6,518736539.0,144,0.15860884975724,407,407,4,289621922.0,144,0.137052074092853,817,541,4,290871206.0,0
5186,18yBSeWtrTxXzYGti1fJNqkcmuvGrF7eE7,2,0.0335051546391753,12,0,1,428971784.0,2,0.533333333333333,2,0,2,1173005966.0,8,0.0875,2,0,1,100000000.0,0
5187,1CT42RbNgLQJ5M2Cso5w6CkTcDRHY8Lt9C,6,0.0625,1,0,2,6400000000.0,0,0.5,1,0,2,4800000000.0,0,0.5,1,0,2,9000000000.0,0
5188,1GHdp4b4XVCyysyJUYoSB2Npyjg4dZsaYM,0,0.0149253731343284,1,0,1,595804148.0,0,0.0172413793103448,1,0,1,389388534.0,0,0.0232558139534884,1,0,1,161460776.0,0
5189,1JE6jWshvwSbCe2Vn3e1mcv4f5Pvsi3tBe,0,0.5,1,0,1,51955689.0,0,0.5,1,0,1,102030817.0,144,0.187500003765119,820,716,2,675462188.0,0
5190,1Du7Ao8VPBxnJ6sSmxySgVrM3ybcRCDpjY,0,0.0125,1,0,1,73199643.0,0,0.010989010989011,1,0,1,141160810.0,144,0.723772530282215,1555,0,1,34499500.0,0
5191,17iUpsoSwb6jyc7EynQM3aDZYAJd7ZPHMi,2,0.112980769230769,47,0,1,104000000.0,2,0.009090909090909,1,0,1,100000000.0,4,0.0852147852147853,45,45,1,100000000.0,0
5192,19KMSmJsubFTq3W4MjPwSZKgL2oLC3Q11z,4,3.0,8,0,2,640660000.0,0,0.333333333333333,1,0,2,55400000.0,2,0.9,6,0,2,254370000.0,0
